sentence_id,sentence,concept,concept_start,concept_end,concept_start_end_list,cue,cue_start,cue_end,label
NCT02884401_inc_248_T12_T11,"Not in treatment with anti-resorptive agents (like bisphosphonates and denosumab) for more than 4 consecutive years, in order to reduce the risk of medication-related osteonecrosis of the jaws (Lo et al., 2010).",anti-resorptive agents,22,44,,Not,0,3,N
NCT03231982_exc_2144_T128_T129,History of malignancy including leukemia and lymphoma within recent 5 years except for localized basal cell carcinoma of the skin),localized basal cell carcinoma of the skin,87,129,,except for,76,86,N
NCT03231982_exc_2734_T169_T168,"Pregnant or lactating women and female volunteers of childbearing potential (except for women who are surgically sterile) who are not willing to use an adequate method of contraception (oral contraceptives, intrauterine device, condom, etc.) during the study.",willing to,134,144,,not,130,133,N
NCT01217671_exc_278_T25_T24,"Clinically significant intercurrent illnesses (except for respiratory or liver disease secondary to AAT deficiency), including: cardiac, hepatic, renal, endocrine, neurological, hematological, neoplastic, immunological, skeletal or other) that in the opinion of the investigator, could interfere with the safety, compliance or other aspects of this study.",respiratory disease,,,"[(58, 69), (58, 65)]",except for,47,57,N
NCT01217671_exc_278_T26_T24,"Clinically significant intercurrent illnesses (except for respiratory or liver disease secondary to AAT deficiency), including: cardiac, hepatic, renal, endocrine, neurological, hematological, neoplastic, immunological, skeletal or other) that in the opinion of the investigator, could interfere with the safety, compliance or other aspects of this study.",liver disease,73,86,,except for,47,57,N
NCT01217671_exc_862_T52_T56,Woman of child-bearing potential not taking adequate contraception deemed reliable by the investigator.,contraception,53,66,,not,33,36,N
NCT01997580_exc_0_T3_T4,DSM-IV-TR substance-related disorders (except nicotine),nicotine,46,54,,except,39,45,N
NCT00609531_inc_222_T11_T12,Free of psychoactive medication for at least: one month for fluoxetine; two weeks for other SSRIs and neuroleptics; and five days for stimulants prior to MRI scanning [excepting stable doses (greater than three months duration) of anticonvulsant medication for seizure disorder],psychoactive medication,8,31,,Free of,0,7,N
NCT00609531_inc_222_T22_T27,Free of psychoactive medication for at least: one month for fluoxetine; two weeks for other SSRIs and neuroleptics; and five days for stimulants prior to MRI scanning [excepting stable doses (greater than three months duration) of anticonvulsant medication for seizure disorder],anticonvulsant medication,231,256,,excepting,168,177,N
NCT03083197_inc_238_T20_T21,Clinically suspected scrub typhus: defined as acute undifferentiated fever with no clear focus of infection and negative malaria blood smear and/or negative malaria RDT.,focus of infection,89,107,,no clear,80,88,N
NCT03140488_inc_153_T12_T11,"Reassuring fetal health assessment (no abnormal findings in fetal assessment, see below)",abnormal findings,39,56,,no,36,38,N
NCT02489045_exc_37_T5_T4,Patients not scheduled for trans-jugular liver biopsy,scheduled,13,22,,not,9,12,N
NCT02935855_inc_33_T3_T4,nondiabetic patients,diabetic,3,11,,non,0,3,N
NCT02589977_exc_327_T21_T22,HYPERTENSIVE: known cardiovascular disease or risk factors aside from hypertension or use of cardiac medications,cardiovascular risk factors from hypertension,,,"[(20, 34), (20, 32), (20, 37)]",aside from,61,71,N
NCT02589977_exc_327_T23_T22,HYPERTENSIVE: known cardiovascular disease or risk factors aside from hypertension or use of cardiac medications,cardiac medications,93,112,,aside from,59,69,N
NCT02704754_exc_0_T3_T2,"Psychiatric disorders other than insomnia, PTSD and specific phobias; including bipolar and psychotic disorders and meeting criteria for DSM-5 moderate alcohol or drug use disorders within the past year.",insomnia,33,41,,other,22,27,N
NCT02704754_exc_0_T4_T2,"Psychiatric disorders other than insomnia, PTSD and specific phobias; including bipolar and psychotic disorders and meeting criteria for DSM-5 moderate alcohol or drug use disorders within the past year.",PTSD,43,47,,other,22,27,N
NCT02704754_exc_0_T5_T2,"Psychiatric disorders other than insomnia, PTSD and specific phobias; including bipolar and psychotic disorders and meeting criteria for DSM-5 moderate alcohol or drug use disorders within the past year.",phobias,61,68,,other,22,27,N
NCT02704754_exc_204_T18_T17,Diagnosis of a sleep disorder other than insomnia including PSG findings of apnea/hypopnea or periodic limb movement indices > 10/hour;,insomnia,41,49,,other,30,35,N
NCT02652572_exc_1143_T94_T95,Presence of an active systemic or local cancer or tumor of any kind (with the exception of non-melanoma skin cancer),non-melanoma skin cancer,91,115,,with the exception of,69,90,N
NCT02823808_exc_0_T10_T9,"The use of weight-lowering drugs, any investigational blood-glucose or lipid-lowering agent (other than statins or ezetimibe) within the past 3 months",statins,104,111,,other,93,98,N
NCT02823808_exc_0_T11_T9,"The use of weight-lowering drugs, any investigational blood-glucose or lipid-lowering agent (other than statins or ezetimibe) within the past 3 months",ezetimibe,115,124,,other,93,98,N
NCT03190304_exc_1502_T96_T99,"Presence of haemodynamically significant mitral and/or aortic valve disease, except mitral regurgitation secondary to LV dilatation.",mitral regurgitation,41,61,,except,77,83,N
NCT03373669_inc_91_T9_T7,"Good health condition, without clinically significant medical history (by participant or guardian, in case of minor)",medical history,54,69,,without,23,30,N
NCT03373669_inc_208_T11_T10,Not pregnant for female subjects.,pregnant,4,12,,Not,0,3,N
NCT02535299_inc_106_T7_T6,"Seronegative for antibodies against insulin, islet cells and glutamic acid decarboxylase (GAD);",antibodies,17,27,,Seronegative,0,12,N
NCT03480607_exc_110_T8_T9,failure to gain consent of parents.,consent of parents,16,34,,failure to gain,0,15,N
NCT02015923_exc_182_T14_T16,"Other neoplastic disease in the 5 previous years, except squamous or basal cell skin carcinoma or cervical ""in situ"" carcinoma",squamous cell skin carcinoma,,,"[(57, 65), (57, 76)]",except,52,58,N
NCT02015923_exc_182_T15_T16,"Other neoplastic disease in the 5 previous years, except squamous or basal cell skin carcinoma or cervical ""in situ"" carcinoma","cervical ""in situ"" carcinoma",98,126,,except,50,56,N
NCT02015923_exc_182_T13_T16,"Other neoplastic disease in the 5 previous years, except squamous or basal cell skin carcinoma or cervical ""in situ"" carcinoma",basal cell skin carcinoma,69,94,,except,50,56,N
NCT02970773_exc_0_T2_T3,Any anti-coagulation therapy (apart from rivaroxaban for second objective),rivaroxaban,41,52,,apart from,30,40,N
NCT02399033_inc_378_T23_T22,No other surgical contraindications.,other surgical contraindications,3,35,,No,0,2,N
NCT02399033_inc_571_T37_T36,Men must be completely contraception and prohibited donation and sperm donation during the treatment process and in 28 days after treatment;,sperm donation,65,79,,prohibited,41,51,N
NCT02399033_inc_571_T43_T36,Men must be completely contraception and prohibited donation and sperm donation during the treatment process and in 28 days after treatment;,donation,52,60,,prohibited,41,51,N
NCT02399033_inc_712_T45_T44,All patients must be prohibited donation during the treatment process and in 28 days after treatment;,donation,32,40,,prohibited,21,31,N
NCT03355469_exc_154_T18_T17,Subjects who have not been weight stable (>2 kg weight change in past 3 months),weight stable,27,40,,not,18,21,N
NCT02968602_exc_33_T8_T9,DSM-IV diagnosis of Alcohol or Substance Dependence within the last six months (except nicotine) or DSM-5 diagnosis of Substance Use Disorder in the last six months (except nicotine),nicotine,87,95,,except,80,86,N
NCT02968602_exc_33_T13_T14,DSM-IV diagnosis of Alcohol or Substance Dependence within the last six months (except nicotine) or DSM-5 diagnosis of Substance Use Disorder in the last six months (except nicotine),nicotine,87,95,,except,80,86,N
NCT02968602_exc_33_T11_T14,DSM-IV diagnosis of Alcohol or Substance Dependence within the last six months (except nicotine) or DSM-5 diagnosis of Substance Use Disorder in the last six months (except nicotine),Substance Use Disorder,31,53,,except,80,86,N
NCT02968602_exc_216_T20_T21,DSM-IV diagnosis of Alcohol or Substance Abuse within the last one month (except nicotine) or DSM-5 diagnosis of Substance Use Disorder in the last six months (except nicotine),nicotine,81,89,,except,74,80,N
NCT02968602_exc_216_T25_T26,DSM-IV diagnosis of Alcohol or Substance Abuse within the last one month (except nicotine) or DSM-5 diagnosis of Substance Use Disorder in the last six months (except nicotine),nicotine,81,89,,except,74,80,N
NCT02968602_exc_571_T45_T47,Treatment with oral contraceptives (unless a second form of birth control is used and documented),birth control,60,73,,unless,36,42,N
NCT03195153_exc_0_T1_T2,not diabetic patient;,diabetic,4,12,,not,0,3,N
NCT00343668_inc_685_T45_T47,No prior chemotherapy but prior adjuvant chemotherapy finished at least 6 months before enrollment was allowed.,chemotherapy,9,21,,No,0,2,N
NCT00343668_inc_797_T51_T56,"(but, prior adjuvant chemotherapy with capecitabine or S-1 or camptothecin analogues was excluded)",adjuvant chemotherapy,12,33,,excluded,89,97,N
NCT00343668_inc_897_T57_T59,No prior radiation therapy for at least 4 weeks before enrollment in the study,radiation therapy,9,26,,No,0,2,N
NCT00343668_inc_685_T48_T62,No prior chemotherapy but prior adjuvant chemotherapy finished at least 6 months before enrollment was allowed.,adjuvant chemotherapy,32,53,,was allowed,99,110,N
NCT03623789_inc_323_T24_T27,No use of non-steroid anti-inflammatory agent one week before operation,non-steroid anti-inflammatory agent,10,45,,No,0,2,N
NCT03463564_exc_91_T7_T6,lack of ability to use the study devices,ability to use the study devices,8,40,,lack of,0,7,N
NCT02749617_exc_637_T34_T35,"Women of Childbearing potential without proper contraceptive measures, pregnancy or breast feeding",contraceptive measures,47,69,,without,32,39,N
NCT02019628_exc_325_T41_T40,"Other medical complications that might preclude one from participating in the study, i.e., recent heart attack or stroke or chronic kidney disease.",participating in the study,57,83,,preclude,39,47,N
NCT02637453_inc_0_T2_T3,"No response to more than one antiarrhythmic drug, or unwilling to receive long-term drug treatment.",response,3,11,,No,0,2,N
NCT01490034_inc_304_T12_T13,No allergies to any test foods,allergies,3,12,,No,0,2,N
NCT01490034_inc_421_T20_T21,Not diabetic,diabetic,4,12,,Not,0,3,N
NCT01490034_inc_435_T22_T24,No history of GI pathology,GI pathology,14,26,,No,0,2,N
NCT01490034_inc_336_T16_T19,Not planning to change use of medications known to influence appetite or metabolism,medications known to influence appetite,30,69,,Not,0,3,N
NCT01490034_inc_336_T17_T19,Not planning to change use of medications known to influence appetite or metabolism,medications known to influence metabolism,,,"[(30, 60), (30, 40)]",Not,0,3,N
NCT01490034_inc_463_T25_T26,Non-smoker for one year or more,smoker,4,10,,Non,0,3,N
NCT02961582_exc_185_T10_T11,Anatomical limitations preventing placement of an electrode,placement of an electrode,34,59,,preventing,23,33,N
NCT02940912_exc_516_T23_T22,Patient with health problems or a skin disease precluding continuous subcutaneous infusion,continuous subcutaneous infusion,58,90,,precluding,47,57,N
NCT02940912_exc_636_T29_T31,"Cardiac dysrhythmia precluding treatment with domperidone or apomorphine (increased QTc = 440 ms in men, QTc = 450 ms in women)",domperidone,46,57,,precluding,20,30,N
NCT02940912_exc_636_T30_T31,"Cardiac dysrhythmia precluding treatment with domperidone or apomorphine (increased QTc = 440 ms in men, QTc = 450 ms in women)",apomorphine,61,72,,precluding,20,30,N
NCT01728194_exc_169_T16_T15,Presence of any Axis I psychiatric disorder (other than unipolar major depression) or substance abuse;,unipolar major depression,56,81,,other than,45,55,N
NCT01728194_exc_169_T17_T15,Presence of any Axis I psychiatric disorder (other than unipolar major depression) or substance abuse;,substance abuse,86,101,,other than,45,55,N
NCT01728194_exc_272_T21_T20,"History of psychiatric disorders other than unipolar major depression or generalized anxiety disorder (bipolar disorder, hypomania, and dysthymia are exclusion criteria);",unipolar major depression,44,69,,other than,33,43,N
NCT01728194_exc_272_T22_T20,"History of psychiatric disorders other than unipolar major depression or generalized anxiety disorder (bipolar disorder, hypomania, and dysthymia are exclusion criteria);",generalized anxiety disorder,73,101,,other than,33,43,N
